scenario_id,timestamp_min,oxidation_state,oxidation_rate,internal_temperature,heat_generation,heat_loss,deep_core_temperature,middle_core_temperature,near_surface_temperature
S03,80,1.0,20.558035,200.0,32502.252927,0.1866,200.0,182.1618,117.3313
S03,81,1.0,20.558035,200.0,32502.252927,0.1866,200.0,183.2777,119.6067
S03,82,1.0,20.558035,200.0,32502.252927,0.1866,200.0,184.2524,121.8535
S03,83,1.0,20.558035,200.0,32502.252927,0.1866,200.0,185.2594,124.0361
S03,84,1.0,20.558035,200.0,32502.252927,0.1866,200.0,186.1445,126.2226
S03,85,1.0,20.558035,200.0,32502.252927,0.1866,200.0,186.9882,128.3283
S03,86,1.0,20.558035,200.0,32502.252927,0.1866,200.0,187.8001,130.3873
S03,87,1.0,20.558035,200.0,32502.252927,0.1866,200.0,188.5435,132.4291
S03,88,1.0,20.558035,200.0,32502.252927,0.1866,200.0,189.1936,134.4077
S03,89,1.0,20.558035,200.0,32502.252927,0.1866,200.0,189.8825,136.3471
S03,90,1.0,20.558035,200.0,32502.252927,0.1866,200.0,190.4617,138.2408
S03,91,1.0,20.558035,200.0,32502.252927,0.1866,200.0,190.9867,140.089
S03,92,1.0,20.558035,200.0,32502.252927,0.1866,200.0,191.5872,141.9048
S03,93,1.0,20.558035,200.0,32502.252927,0.1866,200.0,192.0929,143.6331
S03,94,1.0,20.558035,200.0,32502.252927,0.1866,200.0,192.5451,145.3475
S03,95,1.0,20.558035,200.0,32502.252927,0.1866,200.0,192.9779,147.0507
S03,96,1.0,20.558035,200.0,32502.252927,0.1866,200.0,193.367,148.7197
S03,97,1.0,20.558035,200.0,32502.252927,0.1866,200.0,193.7442,150.2726
S03,98,1.0,20.558035,200.0,32502.252927,0.1866,200.0,194.1402,151.824
S03,99,1.0,20.558035,200.0,32502.252927,0.1866,200.0,194.4954,153.3128
S03,100,1.0,20.558035,200.0,32502.252927,0.1866,200.0,194.7763,154.7757
S03,101,1.0,20.558035,200.0,32502.252927,0.1866,200.0,195.0477,156.2025
S03,102,1.0,20.558035,200.0,32502.252927,0.1866,200.0,195.3713,157.5722
S03,103,1.0,20.558035,200.0,32502.252927,0.1866,200.0,195.6326,158.9086
S03,104,1.0,20.558035,200.0,32502.252927,0.1866,200.0,195.8961,160.186
S03,105,1.0,20.558035,200.0,32502.252927,0.1866,200.0,196.1876,161.4084
S03,106,1.0,20.558035,200.0,32502.252927,0.1866,200.0,196.35,162.6502
S03,107,1.0,20.558035,200.0,32502.252927,0.1866,200.0,196.5198,163.8253
S03,108,1.0,20.558035,200.0,32502.252927,0.1866,200.0,196.6995,164.9937
S03,109,1.0,20.558035,200.0,32502.252927,0.1866,200.0,196.839,166.1308
S03,110,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.0286,167.2064
S03,111,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.2181,168.2544
S03,112,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.4177,169.3046
S03,113,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.6637,170.3017
S03,114,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.8501,171.2719
S03,115,1.0,20.558035,200.0,32502.252927,0.1866,200.0,197.9683,172.2161
S03,116,1.0,20.558035,200.0,32502.252927,0.1866,200.0,198.068,173.0989
S03,117,1.0,20.558035,200.0,32502.252927,0.1866,200.0,198.2172,173.9714
S03,118,1.0,20.558035,200.0,32502.252927,0.1866,200.0,198.3357,174.7988
S03,119,1.0,20.558035,200.0,32502.252927,0.1866,200.0,198.4785,175.5986
S03,120,1.0,20.558035,200.0,32502.252927,0.1866,200.0,198.576,176.4258
S04,0,0.005017,0.004017,32.6955,0.259113,0.0165,32.6955,32.211,32.0583
S04,1,0.009114,0.004097,32.967,0.271471,0.016695,32.967,32.2519,32.0704
S04,2,0.013331,0.004216,33.239,0.289666,0.016967,33.239,32.3319,32.0617
S04,3,0.017669,0.004338,33.5247,0.308668,0.017239,33.5247,32.4029,32.0616
S04,4,0.022139,0.00447,33.7716,0.329551,0.017525,33.7716,32.4782,32.0563
S04,5,0.026723,0.004584,33.996,0.348106,0.017772,33.996,32.5712,32.0898
S04,6,0.031409,0.004686,34.2966,0.365361,0.017996,34.2966,32.6969,32.1031
S04,7,0.036243,0.004834,34.5813,0.389964,0.018297,34.5813,32.7643,32.1098
S04,8,0.041219,0.004976,35.01,0.414138,0.018581,35.01,32.8922,32.1009
S04,9,0.046428,0.005209,35.4011,0.453663,0.01901,35.4011,33.0311,32.1239
S04,10,0.051855,0.005427,35.7941,0.491713,0.019401,35.7941,33.1715,32.1532
S04,11,0.057507,0.005652,36.1645,0.532139,0.019794,36.1645,33.3167,32.1873
S04,12,0.063375,0.005868,36.6994,0.572042,0.020165,36.6994,33.5334,32.2715
S04,13,0.069586,0.006211,37.3131,0.635349,0.020699,37.3131,33.7044,32.3321
S04,14,0.076217,0.006631,37.9863,0.71498,0.021313,37.9863,33.9681,32.3523
S04,15,0.083342,0.007125,38.6785,0.811349,0.021986,38.6785,34.2261,32.4253
S04,16,0.091006,0.007664,39.5442,0.920506,0.022679,39.5442,34.5646,32.4794
S04,17,0.099413,0.008407,40.5301,1.075228,0.023544,40.5301,34.9227,32.5847
S04,18,0.108753,0.00934,41.6426,1.277392,0.02453,41.6426,35.3317,32.6794
S04,19,0.119263,0.01051,42.9963,1.542739,0.025643,42.9963,35.8363,32.8074
S04,20,0.1314,0.012137,44.7285,1.92939,0.026996,44.7285,36.3276,32.9162
S04,21,0.146,0.0146,46.9958,2.548507,0.028729,46.9958,36.9844,33.0237
S04,22,0.164587,0.018587,50.2689,3.623701,0.030996,50.2689,37.7465,33.1638
S04,23,0.190922,0.026335,55.607,5.910055,0.034269,55.607,38.7984,33.3666
S04,24,0.237242,0.04632,66.9766,12.620505,0.039607,66.9766,40.5053,33.5932
S04,25,0.386813,0.149571,117.3495,56.057794,0.050977,117.3495,45.0951,34.0018
S04,26,1.0,32.305483,200.0,26753.634377,0.101349,200.0,54.4201,34.7249
S04,27,1.0,32.305483,200.0,50784.219537,0.184,200.0,63.1467,35.7117
S04,28,1.0,32.305483,200.0,50784.219537,0.184,200.0,71.3358,36.9232
S04,29,1.0,32.305483,200.0,50784.219537,0.184,200.0,79.0988,38.4029
S04,30,1.0,32.305483,200.0,50784.219537,0.184,200.0,86.348,40.0699
S04,31,1.0,32.305483,200.0,50784.219537,0.184,200.0,93.1964,41.9073
S04,32,1.0,32.305483,200.0,50784.219537,0.184,200.0,99.5755,43.9179
S04,33,1.0,32.305483,200.0,50784.219537,0.184,200.0,105.6564,46.1178
S04,34,1.0,32.305483,200.0,50784.219537,0.184,200.0,111.2737,48.4166
S04,35,1.0,32.305483,200.0,50784.219537,0.184,200.0,116.606,50.775
S04,36,1.0,32.305483,200.0,50784.219537,0.184,200.0,121.6054,53.2459
S04,37,1.0,32.305483,200.0,50784.219537,0.184,200.0,126.3142,55.7815
S04,38,1.0,32.305483,200.0,50784.219537,0.184,200.0,130.7718,58.3864
S04,39,1.0,32.305483,200.0,50784.219537,0.184,200.0,134.8874,61.0664
S04,40,1.0,32.305483,200.0,50784.219537,0.184,200.0,138.8225,63.8096
S04,41,1.0,32.305483,200.0,50784.219537,0.184,200.0,142.4809,66.5472
S04,42,1.0,32.305483,200.0,50784.219537,0.184,200.0,145.8882,69.3048
S04,43,1.0,32.305483,200.0,50784.219537,0.184,200.0,149.1148,72.0949
S04,44,1.0,32.305483,200.0,50784.219537,0.184,200.0,152.1745,74.8961
S04,45,1.0,32.305483,200.0,50784.219537,0.184,200.0,155.0554,77.7076
S04,46,1.0,32.305483,200.0,50784.219537,0.184,200.0,157.7932,80.543
S04,47,1.0,32.305483,200.0,50784.219537,0.184,200.0,160.3824,83.352
S04,48,1.0,32.305483,200.0,50784.219537,0.184,200.0,162.7843,86.1015
S04,49,1.0,32.305483,200.0,50784.219537,0.184,200.0,165.0519,88.8576
S04,50,1.0,32.305483,200.0,50784.219537,0.184,200.0,167.1512,91.5926
S04,51,1.0,32.305483,200.0,50784.219537,0.184,200.0,169.1491,94.347
S04,52,1.0,32.305483,200.0,50784.219537,0.184,200.0,171.0225,97.044
S04,53,1.0,32.305483,200.0,50784.219537,0.184,200.0,172.7713,99.7472
S04,54,1.0,32.305483,200.0,50784.219537,0.184,200.0,174.4234,102.3596
S04,55,1.0,32.305483,200.0,50784.219537,0.184,200.0,175.934,104.9639
S04,56,1.0,32.305483,200.0,50784.219537,0.184,200.0,177.3715,107.4883
S04,57,1.0,32.305483,200.0,50784.219537,0.184,200.0,178.7024,109.9987
S04,58,1.0,32.305483,200.0,50784.219537,0.184,200.0,179.976,112.4737
S04,59,1.0,32.305483,200.0,50784.219537,0.184,200.0,181.1843,114.8678
S04,60,1.0,32.305483,200.0,50784.219537,0.184,200.0,182.3381,117.2324
S04,61,1.0,32.305483,200.0,50784.219537,0.184,200.0,183.4343,119.5132
S04,62,1.0,32.305483,200.0,50784.219537,0.184,200.0,184.4321,121.7748
S04,63,1.0,32.305483,200.0,50784.219537,0.184,200.0,185.3417,123.9919
S04,64,1.0,32.305483,200.0,50784.219537,0.184,200.0,186.2778,126.1493
S04,65,1.0,32.305483,200.0,50784.219537,0.184,200.0,187.1315,128.296
S04,66,1.0,32.305483,200.0,50784.219537,0.184,200.0,187.906,130.3452
S04,67,1.0,32.305483,200.0,50784.219537,0.184,200.0,188.6502,132.3743
S04,68,1.0,32.305483,200.0,50784.219537,0.184,200.0,189.3331,134.3527
S04,69,1.0,32.305483,200.0,50784.219537,0.184,200.0,189.9758,136.3204
S04,70,1.0,32.305483,200.0,50784.219537,0.184,200.0,190.5489,138.2005
S04,71,1.0,32.305483,200.0,50784.219537,0.184,200.0,191.0851,140.0298
S04,72,1.0,32.305483,200.0,50784.219537,0.184,200.0,191.6245,141.858
S04,73,1.0,32.305483,200.0,50784.219537,0.184,200.0,192.104,143.6404
S04,74,1.0,32.305483,200.0,50784.219537,0.184,200.0,192.595,145.3467
S04,75,1.0,32.305483,200.0,50784.219537,0.184,200.0,193.0321,147.0235
S04,76,1.0,32.305483,200.0,50784.219537,0.184,200.0,193.4559,148.658
S04,77,1.0,32.305483,200.0,50784.219537,0.184,200.0,193.8412,150.2684
S04,78,1.0,32.305483,200.0,50784.219537,0.184,200.0,194.2822,151.8086
S04,79,1.0,32.305483,200.0,50784.219537,0.184,200.0,194.5691,153.3326
S04,80,1.0,32.305483,200.0,50784.219537,0.184,200.0,194.8621,154.8191
S04,81,1.0,32.305483,200.0,50784.219537,0.184,200.0,195.1552,156.2454
S04,82,1.0,32.305483,200.0,50784.219537,0.184,200.0,195.4556,157.6196
S04,83,1.0,32.305483,200.0,50784.219537,0.184,200.0,195.696,158.9681
S04,84,1.0,32.305483,200.0,50784.219537,0.184,200.0,195.9471,160.2058
S04,85,1.0,32.305483,200.0,50784.219537,0.184,200.0,196.185,161.489
S04,86,1.0,32.305483,200.0,50784.219537,0.184,200.0,196.4664,162.6703
S04,87,1.0,32.305483,200.0,50784.219537,0.184,200.0,196.6832,163.8325
S04,88,1.0,32.305483,200.0,50784.219537,0.184,200.0,196.8931,164.9986
S04,89,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.0267,166.0941
S04,90,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.209,167.1616
S04,91,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.362,168.2323
S04,92,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.5477,169.2647
S04,93,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.6848,170.2596
S04,94,1.0,32.305483,200.0,50784.219537,0.184,200.0,197.8668,171.275
S04,95,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.0032,172.2361
S04,96,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.1126,173.0842
S04,97,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.2053,173.9805
S04,98,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.2767,174.8281
S04,99,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.3723,175.6489
S04,100,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.4731,176.445
S04,101,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.5639,177.2216
S04,102,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.6331,177.9548
S04,103,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.6984,178.7035
S04,104,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.7339,179.4162
S04,105,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.8232,180.0841
S04,106,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.9016,180.7176
S04,107,1.0,32.305483,200.0,50784.219537,0.184,200.0,198.9484,181.3356
S04,108,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.0184,181.9227
S04,109,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.1018,182.5102
S04,110,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.202,183.0848
S04,111,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.2945,183.6723
S04,112,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.3544,184.2388
S04,113,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.4173,184.7533
S04,114,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.4389,185.2472
S04,115,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.4198,185.7245
S04,116,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.4763,186.2392
S04,117,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.5351,186.6886
S04,118,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.5587,187.1874
S04,119,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.5688,187.6195
S04,120,1.0,32.305483,200.0,50784.219537,0.184,200.0,199.6231,188.0781
S05,0,0.008428,0.007428,34.8939,0.479122,0.0135,34.8939,34.2782,34.0526
S05,1,0.016162,0.007733,35.3915,0.526213,0.013894,35.3915,34.3099,34.033
S05,2,0.024309,0.008147,35.9092,0.590851,0.014392,35.9092,34.3924,34.0473
S05,3,0.032906,0.008597,36.5192,0.66356,0.014909,36.5192,34.5295,34.057
S05,4,0.042072,0.009166,37.1408,0.757768,0.015519,37.1408,34.6546,34.0827
S05,5,0.051847,0.009775,37.9887,0.86282,0.016141,37.9887,34.8545,34.0858
S05,6,0.062545,0.010698,38.8881,1.025966,0.016989,38.8881,35.1203,34.1259
S05,7,0.074305,0.01176,39.9101,1.22297,0.017888,39.9101,35.408,34.1817
S05,8,0.087394,0.013089,41.2683,1.481532,0.01891,41.2683,35.6996,34.2266
S05,9,0.102515,0.015121,42.9821,1.896375,0.020268,42.9821,36.1945,34.3189
S05,10,0.120656,0.018141,45.2068,2.554987,0.021982,45.2068,36.7643,34.3958
S05,11,0.143614,0.022958,48.5025,3.693048,0.024207,48.5025,37.4587,34.5092
S05,12,0.176177,0.032563,54.1461,6.204015,0.027503,54.1461,38.4305,34.6636
S05,13,0.235299,0.059122,66.9604,14.266962,0.033146,66.9604,40.1667,34.8732
S05,14,0.454668,0.219369,137.3264,78.236384,0.04596,137.3264,46.0165,35.2878
S05,15,1.0,46.989794,200.0,46516.96033,0.116326,200.0,55.2946,35.9948
S05,16,1.0,46.989794,200.0,73022.139403,0.179,200.0,63.9149,36.9713
S05,17,1.0,46.989794,200.0,73022.139403,0.179,200.0,72.0602,38.1608
S05,18,1.0,46.989794,200.0,73022.139403,0.179,200.0,79.7284,39.5929
S05,19,1.0,46.989794,200.0,73022.139403,0.179,200.0,86.9678,41.2478
S05,20,1.0,46.989794,200.0,73022.139403,0.179,200.0,93.8142,43.0877
S05,21,1.0,46.989794,200.0,73022.139403,0.179,200.0,100.1374,45.0437
S05,22,1.0,46.989794,200.0,73022.139403,0.179,200.0,106.1068,47.1933
S05,23,1.0,46.989794,200.0,73022.139403,0.179,200.0,111.7327,49.4587
S05,24,1.0,46.989794,200.0,73022.139403,0.179,200.0,117.0379,51.7897
S05,25,1.0,46.989794,200.0,73022.139403,0.179,200.0,122.0453,54.2044
S05,26,1.0,46.989794,200.0,73022.139403,0.179,200.0,126.738,56.7491
S05,27,1.0,46.989794,200.0,73022.139403,0.179,200.0,131.0988,59.3793
S05,28,1.0,46.989794,200.0,73022.139403,0.179,200.0,135.2373,62.0497
S05,29,1.0,46.989794,200.0,73022.139403,0.179,200.0,139.1405,64.7451
S05,30,1.0,46.989794,200.0,73022.139403,0.179,200.0,142.7361,67.4911
S05,31,1.0,46.989794,200.0,73022.139403,0.179,200.0,146.1303,70.2506
S05,32,1.0,46.989794,200.0,73022.139403,0.179,200.0,149.3365,73.0071
S05,33,1.0,46.989794,200.0,73022.139403,0.179,200.0,152.3968,75.781
S05,34,1.0,46.989794,200.0,73022.139403,0.179,200.0,155.2917,78.5724
S05,35,1.0,46.989794,200.0,73022.139403,0.179,200.0,158.0091,81.3507
S05,36,1.0,46.989794,200.0,73022.139403,0.179,200.0,160.5028,84.1203
S05,37,1.0,46.989794,200.0,73022.139403,0.179,200.0,162.8453,86.8609
S05,38,1.0,46.989794,200.0,73022.139403,0.179,200.0,165.1049,89.5818
S05,39,1.0,46.989794,200.0,73022.139403,0.179,200.0,167.2027,92.2771
S05,40,1.0,46.989794,200.0,73022.139403,0.179,200.0,169.1879,95.0049
S05,41,1.0,46.989794,200.0,73022.139403,0.179,200.0,171.0376,97.6705
S05,42,1.0,46.989794,200.0,73022.139403,0.179,200.0,172.7607,100.305
S05,43,1.0,46.989794,200.0,73022.139403,0.179,200.0,174.4104,102.9005
S05,44,1.0,46.989794,200.0,73022.139403,0.179,200.0,175.9661,105.4636
S05,45,1.0,46.989794,200.0,73022.139403,0.179,200.0,177.4587,108.0189
S05,46,1.0,46.989794,200.0,73022.139403,0.179,200.0,178.8395,110.4727
S05,47,1.0,46.989794,200.0,73022.139403,0.179,200.0,180.1993,112.9
S05,48,1.0,46.989794,200.0,73022.139403,0.179,200.0,181.3948,115.2502
S05,49,1.0,46.989794,200.0,73022.139403,0.179,200.0,182.5137,117.5905
S05,50,1.0,46.989794,200.0,73022.139403,0.179,200.0,183.5372,119.9023
S05,51,1.0,46.989794,200.0,73022.139403,0.179,200.0,184.5141,122.1794
S05,52,1.0,46.989794,200.0,73022.139403,0.179,200.0,185.4942,124.3785
S05,53,1.0,46.989794,200.0,73022.139403,0.179,200.0,186.4125,126.5685
S05,54,1.0,46.989794,200.0,73022.139403,0.179,200.0,187.2994,128.7262
S05,55,1.0,46.989794,200.0,73022.139403,0.179,200.0,188.0352,130.7935
S05,56,1.0,46.989794,200.0,73022.139403,0.179,200.0,188.769,132.8384
S05,57,1.0,46.989794,200.0,73022.139403,0.179,200.0,189.4846,134.8426
S05,58,1.0,46.989794,200.0,73022.139403,0.179,200.0,190.1044,136.7206
S05,59,1.0,46.989794,200.0,73022.139403,0.179,200.0,190.7294,138.5518
S05,60,1.0,46.989794,200.0,73022.139403,0.179,200.0,191.2506,140.3928
S05,61,1.0,46.989794,200.0,73022.139403,0.179,200.0,191.7827,142.149
S05,62,1.0,46.989794,200.0,73022.139403,0.179,200.0,192.2764,143.9222
S05,63,1.0,46.989794,200.0,73022.139403,0.179,200.0,192.7258,145.6612
S05,64,1.0,46.989794,200.0,73022.139403,0.179,200.0,193.1878,147.3309
S05,65,1.0,46.989794,200.0,73022.139403,0.179,200.0,193.6084,148.9584
S05,66,1.0,46.989794,200.0,73022.139403,0.179,200.0,194.0068,150.5183
S05,67,1.0,46.989794,200.0,73022.139403,0.179,200.0,194.3915,152.0274
S05,68,1.0,46.989794,200.0,73022.139403,0.179,200.0,194.746,153.558
S05,69,1.0,46.989794,200.0,73022.139403,0.179,200.0,195.0433,155.0397
S05,70,1.0,46.989794,200.0,73022.139403,0.179,200.0,195.3544,156.4505
S05,71,1.0,46.989794,200.0,73022.139403,0.179,200.0,195.6599,157.8248
S05,72,1.0,46.989794,200.0,73022.139403,0.179,200.0,195.9061,159.164
S05,73,1.0,46.989794,200.0,73022.139403,0.179,200.0,196.1509,160.4575
S05,74,1.0,46.989794,200.0,73022.139403,0.179,200.0,196.3464,161.7411
S05,75,1.0,46.989794,200.0,73022.139403,0.179,200.0,196.6226,162.9529
S05,76,1.0,46.989794,200.0,73022.139403,0.179,200.0,196.8148,164.1218
S05,77,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.0097,165.3153
S05,78,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.1673,166.458
S05,79,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.3921,167.5738
S05,80,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.5933,168.6382
S05,81,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.7505,169.6796
S05,82,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.8978,170.6679
S05,83,1.0,46.989794,200.0,73022.139403,0.179,200.0,197.997,171.6226
S05,84,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.1222,172.5254
S05,85,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.2031,173.4134
S05,86,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.285,174.3134
S05,87,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.425,175.1889
S05,88,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.5314,176.0108
S05,89,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.6302,176.7902
S05,90,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.6904,177.544
S05,91,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.7751,178.2685
S05,92,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.8356,178.9748
S05,93,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.8567,179.666
S05,94,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.9108,180.3478
S05,95,1.0,46.989794,200.0,73022.139403,0.179,200.0,198.9679,181.007
S05,96,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.0235,181.6501
S05,97,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.0683,182.2496
S05,98,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.1504,182.8851
S05,99,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.239,183.4622
S05,100,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.2785,183.996
S05,101,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.3415,184.5347
S05,102,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.339,185.0522
S05,103,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.3541,185.5622
S05,104,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.3433,186.0258
S05,105,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.3662,186.4871
S05,106,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.3791,186.9808
S05,107,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.4237,187.4125
S05,108,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.467,187.8499
S05,109,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.4736,188.2537
S05,110,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.487,188.6516
S05,111,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.4822,189.026
S05,112,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.5155,189.3798
S05,113,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.5576,189.7414
S05,114,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.59,190.0731
S05,115,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.5632,190.4029
S05,116,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.566,190.7161
S05,117,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.6087,191.0495
S05,118,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.6012,191.3405
S05,119,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.6162,191.6668
S05,120,1.0,46.989794,200.0,73022.139403,0.179,200.0,199.6672,191.9433
S06,0,0.003915,0.002915,31.6184,0.188028,0.0195,31.6184,31.228,31.0182
S06,1,0.006864,0.002949,31.6777,0.193339,0.019618,31.6777,31.2127,31.009
S06,2,0.009826,0.002962,31.7995,0.195759,0.019678,31.7995,31.2342,31.0131
S06,3,0.012822,0.002997,31.9191,0.201359,0.019799,31.9191,31.2754,31.0341
S06,4,0.015853,0.003031,32.101,0.206938,0.019919,32.101,31.3514,31.0818
S06,5,0.018942,0.003089,32.2458,0.215927,0.020101,32.2458,31.4531,31.0736
S06,6,0.022075,0.003133,32.4253,0.223111,0.020246,32.4253,31.5417,31.1173
S06,7,0.025266,0.003191,32.6505,0.232393,0.020425,32.6505,31.6296,31.1618
S06,8,0.028534,0.003268,32.8569,0.244593,0.020651,32.8569,31.7241,31.1677
S06,9,0.031871,0.003338,32.991,0.25606,0.020857,32.991,31.7357,31.2179
S06,10,0.035251,0.00338,33.2422,0.263364,0.020991,33.2422,31.8101,31.2257
S06,11,0.038722,0.003471,33.4444,0.278266,0.021242,33.4444,31.8717,31.2303
S06,12,0.042264,0.003542,33.6634,0.290449,0.021444,33.6634,32.0099,31.2635
S06,13,0.045886,0.003622,33.8384,0.304124,0.021663,33.8384,32.1536,31.3116
S06,14,0.049569,0.003683,34.1095,0.315079,0.021838,34.1095,32.272,31.3547
S06,15,0.053357,0.003788,34.3965,0.333333,0.02211,34.3965,32.3766,31.4272
S06,16,0.057261,0.003903,34.7388,0.353518,0.022396,34.7388,32.5299,31.4494
S06,17,0.061308,0.004048,35.0038,0.379048,0.022739,35.0038,32.706,31.4994
S06,18,0.065465,0.004157,35.3682,0.399227,0.023004,35.3682,32.8346,31.547
S06,19,0.069785,0.00432,35.6724,0.429011,0.023368,35.6724,32.9921,31.5964
S06,20,0.07424,0.004455,36.1288,0.454627,0.023672,36.1288,33.1582,31.6286
S06,21,0.078917,0.004677,36.5817,0.496549,0.024129,36.5817,33.3856,31.66
S06,22,0.083824,0.004907,37.0758,0.540882,0.024582,37.0758,33.6402,31.7228
S06,23,0.088994,0.00517,37.5958,0.592888,0.025076,37.5958,33.9024,31.8128
S06,24,0.094455,0.005461,38.1545,0.651826,0.025596,38.1545,34.1492,31.8997
S06,25,0.100246,0.005791,38.8059,0.720364,0.026154,38.8059,34.421,31.9727
S06,26,0.106451,0.006205,39.5385,0.808214,0.026806,39.5385,34.7511,32.0888
S06,27,0.113157,0.006706,40.3187,0.91776,0.027539,40.3187,35.131,32.2415
S06,28,0.120438,0.007281,41.1971,1.047445,0.028319,41.1971,35.5032,32.367
S06,29,0.128423,0.007985,42.1614,1.211889,0.029197,42.1614,35.8901,32.4655
S06,30,0.137253,0.00883,43.3812,1.416782,0.030161,43.3812,36.2982,32.5877
S06,31,0.147295,0.010042,44.8904,1.721501,0.031381,44.8904,36.801,32.7563
S06,32,0.159073,0.011778,46.8106,2.17911,0.03289,46.8106,37.4186,32.9271
S06,33,0.173499,0.014427,49.3968,2.91843,0.034811,49.3968,38.1307,33.1246
S06,34,0.19245,0.01895,53.2418,4.274652,0.037397,53.2418,39.0711,33.3161
S06,35,0.220841,0.028392,59.8712,7.386847,0.041242,59.8712,40.3149,33.5626
S06,36,0.277318,0.056477,76.1217,18.063506,0.047871,76.1217,42.5108,33.8463
S06,37,0.581285,0.303967,200.0,141.677674,0.064122,200.0,51.9894,34.4894
S06,38,1.0,26.431759,200.0,41788.610906,0.188,200.0,60.8965,35.4175
S06,39,1.0,26.431759,200.0,41788.610906,0.188,200.0,69.3054,36.5957
S06,40,1.0,26.431759,200.0,41788.610906,0.188,200.0,77.105,38.0061
S06,41,1.0,26.431759,200.0,41788.610906,0.188,200.0,84.4728,39.6371
S06,42,1.0,26.431759,200.0,41788.610906,0.188,200.0,91.395,41.4483
S06,43,1.0,26.431759,200.0,41788.610906,0.188,200.0,97.9558,43.3913
