scenario_id,timestamp_min,ambient_temperature,humidity,wind_speed,coal_moisture,CO,CO2,O2,surface_temperature_mean,surface_temperature_max,hotspot_area,hotspot_x,hotspot_y,heating_rate,risk_score,risk_class,mitigation_status
S02,96,29.63,52.06,1.97,10.0,0.93,398.74,20.96,34.28,38.42,104,24.06,25.39,0.1793,21.14,LOW,0
S02,97,29.7,52.37,1.98,10.0,2.7,404.2,20.87,34.57,38.79,106,23.69,26.41,0.2977,24.17,LOW,0
S02,98,30.22,52.22,2.08,10.0,5.53,404.06,20.8,34.25,38.53,109,24.5,26.08,-0.325,24.48,LOW,0
S02,99,29.8,51.45,1.9,10.0,3.22,403.0,20.9,34.3,38.66,112,24.35,26.27,0.0498,19.23,NORMAL,0
S02,100,29.87,52.26,1.99,10.0,5.61,400.53,20.8,34.27,38.7,115,24.08,25.35,-0.0259,19.18,NORMAL,0
S02,101,30.25,51.66,2.02,10.0,4.92,403.97,20.96,34.05,38.56,118,23.44,25.67,-0.2178,22.5,LOW,0
S02,102,29.81,51.16,2.02,10.0,5.17,417.29,20.9,34.1,38.71,122,23.56,26.04,0.0508,20.38,LOW,0
S02,103,30.42,52.46,2.07,10.0,4.16,407.68,20.88,34.62,39.3,125,23.88,26.19,0.513,29.07,LOW,0
S02,104,30.32,52.35,2.06,10.0,3.08,402.63,20.81,34.57,39.33,128,23.61,25.78,-0.0515,20.21,LOW,0
S02,105,29.77,52.75,1.97,10.0,1.13,406.27,20.84,34.94,39.77,131,23.79,26.26,0.3692,27.67,LOW,0
S02,106,29.88,52.11,1.92,10.0,3.42,399.35,20.83,35.16,40.07,134,24.37,26.83,0.2285,25.14,LOW,0
S02,107,30.0,52.06,1.97,10.0,5.57,400.0,20.79,35.34,40.32,138,23.8,26.3,0.1737,24.59,LOW,0
S02,108,29.64,52.16,1.89,10.0,3.94,404.05,20.79,35.43,40.5,141,24.2,25.81,0.0914,23.6,LOW,0
S02,109,30.55,51.48,2.14,10.0,4.97,405.2,20.94,35.33,40.47,145,24.24,25.8,-0.0993,22.94,LOW,0
S02,110,29.87,51.1,2.12,10.0,5.52,406.72,20.83,35.47,40.72,149,25.05,24.69,0.1446,25.16,LOW,0
S02,111,29.69,51.67,1.96,10.0,2.43,406.47,20.74,35.42,40.77,153,23.71,26.63,-0.0538,23.54,LOW,0
S02,112,30.22,51.83,2.04,10.0,4.41,404.9,20.92,35.55,40.98,157,23.72,25.41,0.1248,24.69,LOW,0
S02,113,30.01,52.54,1.98,10.0,4.2,399.66,20.78,35.72,41.24,161,23.89,25.1,0.1756,26.35,LOW,0
S02,114,29.79,51.77,2.05,10.0,5.62,402.62,20.92,35.84,41.47,166,23.7,25.89,0.114,25.76,LOW,0
S02,115,29.84,51.86,1.91,10.0,5.83,404.27,20.95,35.76,41.49,170,23.96,24.43,-0.0747,25.18,LOW,0
S02,116,29.89,51.3,2.0,10.0,2.67,406.16,20.79,35.83,41.65,174,23.84,25.45,0.073,25.32,LOW,0
S02,117,29.59,51.94,2.15,10.0,2.02,407.09,20.92,35.81,41.71,178,24.03,26.66,-0.0225,24.61,LOW,0
S02,118,29.59,51.81,1.95,10.0,4.45,406.49,20.94,36.11,42.11,183,24.43,26.17,0.3036,31.03,LOW,0
S02,119,29.61,52.16,1.97,10.0,5.32,402.82,20.85,36.25,42.32,187,24.18,25.61,0.1336,28.03,LOW,0
S02,120,29.62,52.09,2.07,10.0,4.29,405.98,20.84,36.42,42.57,191,24.21,26.73,0.1731,29.24,LOW,0
S03,0,31.04,48.11,1.73,9.0,3.14,402.86,20.9,30.89,30.93,0,,,0.0,0.48,NORMAL,0
S03,1,31.05,48.09,1.88,9.0,5.96,406.99,20.8,31.06,31.11,0,,,0.1721,4.69,NORMAL,0
S03,2,30.9,47.94,1.92,9.0,5.45,401.8,20.81,31.13,31.19,0,,,0.0689,2.73,NORMAL,0
S03,3,30.82,47.52,1.81,9.0,6.54,399.78,20.83,30.95,31.02,0,,,-0.1767,4.91,NORMAL,0
S03,4,30.77,47.86,1.73,9.0,3.29,396.57,20.76,31.12,31.2,0,,,0.1719,4.95,NORMAL,0
S03,5,30.97,48.49,1.82,9.0,4.71,405.41,20.78,31.31,31.4,0,,,0.181,5.54,NORMAL,0
S03,6,31.21,48.07,1.91,9.0,3.61,403.48,20.73,31.41,31.52,0,,,0.1047,3.92,NORMAL,0
S03,7,30.96,48.08,1.84,9.0,1.71,400.77,20.85,31.45,31.58,0,,,0.0411,2.6,NORMAL,0
S03,8,31.44,47.86,1.86,9.0,5.9,405.1,20.78,30.95,31.08,0,,,-0.4997,11.91,NORMAL,0
S03,9,31.15,47.54,1.76,9.0,3.75,403.54,20.76,30.87,31.0,0,,,-0.0866,3.53,NORMAL,0
S03,10,30.77,48.59,1.66,9.0,4.34,402.59,20.79,31.02,31.17,0,,,0.1557,5.4,NORMAL,0
S03,11,30.89,48.16,1.79,9.0,5.98,400.29,20.86,30.82,31.01,0,,,-0.2052,6.19,NORMAL,0
S03,12,30.65,48.12,1.71,9.0,6.23,395.46,20.79,30.9,31.12,0,,,0.0878,4.45,NORMAL,0
S03,13,31.29,47.75,1.75,9.0,4.06,395.92,20.9,31.16,31.38,0,,,0.2519,7.08,NORMAL,0
S03,14,30.94,48.35,1.82,9.0,3.1,415.15,20.84,30.99,31.25,0,,,-0.1673,6.25,NORMAL,0
S03,15,31.32,47.46,1.97,9.0,4.27,399.07,20.79,30.87,31.14,0,,,-0.1223,4.85,NORMAL,0
S03,16,30.54,47.71,1.82,9.0,4.18,405.81,20.79,30.83,31.12,0,,,-0.035,3.99,NORMAL,0
S03,17,30.43,48.46,1.88,9.0,3.8,405.6,20.86,30.67,30.99,0,,,-0.1574,6.38,NORMAL,0
S03,18,30.93,47.41,1.9,9.0,4.47,409.5,20.86,30.4,30.75,0,,,-0.2703,8.41,NORMAL,0
S03,19,31.33,47.8,1.9,9.0,3.95,416.53,20.89,30.79,31.16,0,,,0.3914,11.07,NORMAL,0
S03,20,31.12,47.85,1.89,9.0,3.12,410.56,20.78,30.65,31.06,0,,,-0.1478,6.25,NORMAL,0
S03,21,30.91,48.14,1.89,9.0,3.48,405.63,20.77,30.77,31.22,0,,,0.1268,6.13,NORMAL,0
S03,22,31.09,48.29,1.81,9.0,6.16,397.3,20.86,30.58,31.08,0,,,-0.1933,7.18,NORMAL,0
S03,23,30.92,48.71,1.76,9.0,4.93,413.51,20.81,30.44,30.97,0,,,-0.1447,6.79,NORMAL,0
S03,24,31.02,48.21,1.84,9.0,5.37,405.19,20.94,30.47,31.04,0,,,0.036,4.31,NORMAL,0
S03,25,31.23,49.03,1.83,9.0,2.45,400.38,20.85,30.85,31.48,0,,,0.383,11.24,NORMAL,0
S03,26,30.88,48.36,1.85,9.0,4.12,401.72,20.84,30.97,31.66,0,,,0.119,6.87,NORMAL,0
S03,27,30.7,48.42,1.77,9.0,4.52,405.62,20.8,31.02,31.74,0,,,0.0485,6.07,NORMAL,0
S03,28,31.2,47.96,1.72,9.0,4.94,413.85,20.84,30.85,31.6,0,,,-0.1755,8.35,NORMAL,0
S03,29,31.42,47.59,1.91,9.0,5.36,407.52,20.88,31.09,31.89,0,,,0.2424,9.65,NORMAL,0
S03,30,30.73,48.59,1.65,9.0,,404.53,20.85,31.52,32.36,0,,,0.4328,14.83,NORMAL,0
S03,31,31.14,47.84,1.8,9.0,6.56,411.11,20.92,31.55,32.47,0,,,0.025,6.67,NORMAL,0
S03,32,31.29,47.87,1.8,9.0,5.43,408.11,20.87,31.74,32.72,0,,,0.1922,10.1,NORMAL,0
S03,33,31.06,48.22,1.74,9.0,5.72,398.28,20.85,31.62,32.66,0,,,-0.1152,8.64,NORMAL,0
S03,34,30.34,47.82,1.7,9.0,6.57,409.87,20.71,31.27,32.35,0,,,-0.3536,14.61,NORMAL,0
S03,35,30.97,48.45,1.83,9.0,3.95,407.13,20.67,30.97,32.09,0,,,-0.3018,12.53,NORMAL,0
S03,36,31.26,48.34,1.94,9.0,5.4,402.3,20.8,30.84,32.02,0,,,-0.1275,8.56,NORMAL,0
S03,37,31.13,47.87,1.88,9.0,4.72,408.11,20.75,31.19,32.43,23,25.62,24.78,0.3526,14.35,NORMAL,0
S03,38,31.46,48.03,1.85,9.0,5.16,407.33,20.86,31.48,32.78,25,27.09,24.02,0.2834,12.99,NORMAL,0
S03,39,30.9,47.1,1.8,9.0,4.04,408.14,20.78,31.96,33.35,27,25.55,24.51,0.479,18.27,NORMAL,0
S03,40,31.37,46.96,1.71,9.0,4.36,403.95,20.89,32.19,33.67,29,24.87,23.16,0.2366,13.16,NORMAL,0
S03,41,30.98,48.1,1.77,9.0,5.31,404.6,20.77,31.85,33.4,31,26.33,23.91,-0.3392,15.83,NORMAL,0
S03,42,31.04,47.93,1.99,9.0,5.23,404.15,20.89,32.02,33.64,33,26.14,24.43,0.1646,12.49,NORMAL,0
S03,43,31.11,48.57,1.81,9.0,5.78,404.56,20.89,31.98,33.68,35,26.81,23.5,-0.0406,10.23,NORMAL,0
S03,44,31.13,47.47,1.87,9.0,4.37,405.2,20.78,31.75,33.57,39,26.99,24.26,-0.2287,14.15,NORMAL,0
S03,45,30.89,47.88,1.83,9.0,5.75,410.77,20.77,31.55,33.45,41,26.82,23.81,-0.1975,14.15,NORMAL,0
S03,46,30.77,47.51,1.74,9.0,4.6,405.46,20.9,31.61,33.61,44,25.17,25.05,0.0618,11.42,NORMAL,0
S03,47,31.08,47.55,1.78,9.0,4.71,407.13,20.8,31.85,33.95,47,26.05,24.53,0.233,15.35,NORMAL,0
S03,48,31.08,48.67,1.88,9.0,7.18,414.06,20.79,31.82,34.03,50,26.09,23.51,-0.0287,12.02,NORMAL,0
S03,49,31.11,47.94,1.85,9.0,6.92,406.54,20.73,31.77,34.06,53,26.58,23.99,-0.0438,12.35,NORMAL,0
S03,50,30.84,47.55,1.91,9.0,5.58,408.46,20.85,32.08,34.45,56,26.25,23.9,0.3033,18.12,NORMAL,0
S03,51,31.22,48.2,1.89,9.0,4.55,415.28,20.9,32.26,34.75,59,25.54,24.01,0.1876,15.98,NORMAL,0
S03,52,31.1,47.79,1.74,9.0,5.74,404.95,20.8,32.41,35.0,63,26.48,24.25,0.1426,15.6,NORMAL,0
S03,53,31.08,48.61,1.81,9.0,5.77,406.4,20.72,32.41,35.1,67,26.61,24.9,-0.0004,13.29,NORMAL,0
S03,54,30.88,48.27,1.77,9.0,5.79,405.59,20.88,32.63,35.42,70,25.66,23.61,0.2208,18.14,NORMAL,0
S03,55,30.8,47.65,1.75,9.0,5.49,394.11,20.8,32.45,35.34,74,26.02,24.58,-0.1801,17.48,NORMAL,0
S03,56,31.5,48.42,1.75,9.0,7.63,402.55,20.78,32.22,35.21,78,26.15,23.78,-0.2294,18.22,NORMAL,0
S03,57,30.71,48.12,1.82,9.0,5.27,405.92,20.78,32.08,35.16,81,25.16,23.61,-0.1413,17.3,NORMAL,0
S03,58,30.73,48.51,1.81,9.0,3.31,408.79,20.82,32.38,35.6,87,27.11,24.44,0.302,21.04,LOW,0
S03,59,30.84,48.08,1.8,9.0,4.45,403.77,20.83,32.38,35.73,91,26.21,24.05,0.0059,15.32,NORMAL,0
S03,60,31.16,47.73,1.75,9.0,6.78,410.4,20.77,32.27,35.73,96,25.98,23.79,-0.118,18.06,NORMAL,0
S03,61,31.13,48.57,1.78,9.0,3.57,407.79,20.84,32.31,35.89,101,26.53,23.51,0.0441,16.53,NORMAL,0
S03,62,30.79,47.69,1.81,9.0,5.4,410.36,20.83,32.36,36.02,105,26.65,24.11,0.0505,17.64,NORMAL,0
S03,63,31.06,47.65,1.78,9.0,6.24,398.94,20.85,32.59,36.38,111,25.4,25.25,0.2335,21.35,LOW,0
S03,64,30.93,48.19,1.8,9.0,9.06,405.33,20.84,32.39,36.29,116,26.16,24.3,-0.2043,21.56,LOW,0
S03,65,30.84,48.31,1.75,9.0,,408.13,20.79,32.48,36.48,121,26.14,24.09,0.0919,19.7,NORMAL,0
S03,66,30.87,47.94,1.91,9.0,5.05,408.46,20.75,32.78,36.9,126,26.77,23.38,0.3003,24.54,LOW,0
S03,67,30.81,48.21,1.82,9.0,6.03,403.09,20.82,32.48,36.73,133,26.31,23.91,-0.303,24.6,LOW,0
S03,68,31.07,48.05,1.79,9.0,7.2,411.55,20.75,32.54,36.92,139,25.78,23.78,0.0575,20.41,LOW,0
S03,69,30.62,48.41,1.84,9.0,7.94,410.88,20.71,,,146,25.35,24.79,0.0774,21.9,LOW,0
S03,70,31.32,48.56,1.95,9.0,5.92,412.41,20.85,32.48,37.16,153,25.92,23.83,-0.1318,22.22,LOW,0
S03,71,31.28,47.7,1.86,9.0,8.03,405.33,20.75,32.69,37.53,161,26.13,23.48,0.2115,24.7,LOW,0
S03,72,31.01,47.74,1.82,9.0,6.21,404.72,20.89,32.8,37.77,168,26.71,24.05,0.108,23.01,LOW,0
S03,73,31.15,48.55,1.74,9.0,4.44,405.7,20.76,33.0,38.13,177,26.52,24.29,0.1964,25.43,LOW,0
S03,74,30.8,48.24,1.85,9.0,9.03,408.4,20.88,32.97,38.24,185,26.19,23.33,-0.032,23.27,LOW,0
S03,75,31.61,49.05,1.78,9.0,6.98,407.61,20.74,33.32,38.75,193,25.71,23.57,0.35,29.69,LOW,0
S03,76,30.8,47.99,1.76,9.0,7.82,410.78,20.88,33.64,39.21,202,25.09,23.22,0.3246,30.78,LOW,0
S03,77,30.99,48.01,1.87,9.0,8.09,408.33,20.89,33.9,39.63,211,25.98,23.64,0.2614,30.02,LOW,0
S03,78,31.19,48.68,1.71,9.0,7.13,411.1,20.86,33.83,39.72,220,25.59,24.57,-0.0699,26.49,LOW,0
S03,79,31.27,48.13,1.78,9.0,7.64,409.91,20.8,34.14,40.2,230,26.56,24.89,0.3056,32.1,LOW,0
S03,80,31.37,47.89,1.86,9.0,7.74,411.42,20.75,34.65,40.86,240,26.3,23.42,0.5148,37.09,LOW,0
S03,81,31.23,47.56,1.64,9.0,5.39,411.57,20.65,34.94,41.3,250,26.12,24.44,0.2896,33.79,LOW,0
S03,82,30.74,47.35,1.77,9.0,6.35,408.63,20.7,34.89,41.39,260,25.62,23.73,-0.056,30.02,LOW,0
S03,83,30.84,47.13,1.81,9.0,9.82,412.34,20.82,34.83,41.48,270,26.05,23.49,-0.0573,30.71,LOW,0
S03,84,30.89,47.65,1.88,9.0,7.43,412.53,20.78,35.13,41.96,282,25.33,23.9,0.2996,36.24,LOW,0
S03,85,31.05,47.88,1.84,9.0,8.98,419.75,20.89,,,294,26.14,24.12,0.4304,39.94,LOW,0
S03,86,30.79,48.33,1.73,9.0,10.26,411.68,20.82,35.33,42.49,306,26.35,23.93,-0.2309,36.56,LOW,0
S03,87,30.85,48.24,1.67,9.0,8.9,410.44,20.81,35.86,43.2,319,25.47,24.2,0.5336,42.9,MEDIUM,0
S03,88,31.14,47.77,1.66,9.0,9.24,412.43,20.83,36.32,43.84,332,26.37,23.6,0.4585,42.94,MEDIUM,0
S03,89,31.02,48.2,1.83,9.0,7.11,412.77,20.8,36.24,43.94,346,24.91,24.22,-0.085,36.02,LOW,0
S03,90,31.03,47.58,1.89,9.0,7.96,415.54,20.84,36.23,44.12,360,26.02,23.85,-0.0086,35.26,LOW,0
S03,91,30.84,48.1,1.77,9.0,9.05,413.35,20.75,36.75,44.83,375,25.44,24.3,0.5236,46.69,MEDIUM,0
S03,92,30.99,47.95,1.87,9.0,9.24,416.53,20.79,36.99,45.28,391,25.33,24.65,0.2448,42.48,MEDIUM,0
S03,93,30.93,48.42,1.81,9.0,8.2,408.23,20.62,37.17,45.63,407,26.21,24.06,0.1728,41.91,MEDIUM,0
S03,94,30.68,48.45,1.96,9.0,10.3,410.88,20.78,37.58,46.25,424,26.28,23.34,0.415,47.62,MEDIUM,0
S03,95,31.44,48.36,1.74,9.0,10.53,416.78,20.66,37.95,46.84,442,26.04,23.99,0.3702,47.71,MEDIUM,0
S03,96,31.48,47.91,1.85,9.0,9.45,419.2,20.88,38.18,47.31,462,26.51,24.22,0.2298,45.1,MEDIUM,0
S03,97,30.97,47.35,1.79,9.0,9.84,415.0,20.74,38.63,47.95,480,25.74,22.98,0.4498,50.22,MEDIUM,0
S03,98,30.97,48.2,1.85,9.0,9.8,419.4,20.8,38.87,48.41,500,26.32,23.24,0.236,46.63,MEDIUM,0
S03,99,31.05,48.39,1.81,9.0,11.08,412.93,20.81,38.89,48.64,520,25.88,24.39,0.0211,42.84,MEDIUM,0
S03,100,31.11,47.82,1.86,9.0,10.02,417.69,20.8,39.22,49.19,541,26.61,23.5,0.3266,49.68,MEDIUM,0
S03,101,31.07,48.26,1.72,9.0,12.59,415.84,20.84,39.32,49.52,563,26.34,25.33,0.1028,46.01,MEDIUM,0
S03,102,30.7,48.0,1.86,9.0,8.31,421.19,20.84,39.76,50.19,586,25.58,24.7,0.4434,53.31,MEDIUM,0
S03,103,30.74,48.46,1.89,9.0,10.48,414.26,20.69,39.83,50.48,610,26.49,23.46,0.0658,46.54,MEDIUM,0
S03,104,31.07,47.84,1.8,9.0,9.36,417.85,20.91,40.31,51.19,634,25.08,23.86,0.4814,54.83,MEDIUM,0
S03,105,30.99,48.12,1.96,9.0,9.63,416.12,20.75,40.49,51.58,658,26.28,23.97,0.1831,49.4,MEDIUM,0
S03,106,31.15,48.01,1.71,9.0,10.29,415.92,20.88,40.86,52.21,685,26.51,23.85,0.3708,53.37,MEDIUM,0
S03,107,30.82,47.99,1.81,9.0,12.41,415.32,20.73,41.34,52.92,712,26.24,24.12,0.479,56.32,MEDIUM,0
S03,108,31.05,47.92,1.75,9.0,12.87,413.76,20.75,41.4,53.24,742,25.93,23.17,0.0605,48.27,MEDIUM,0
S03,109,30.91,48.27,1.9,9.0,12.85,416.99,20.86,41.57,53.67,772,25.69,23.95,0.165,50.63,MEDIUM,0
S03,110,30.72,47.9,1.8,9.0,12.75,411.73,20.79,41.7,54.06,803,26.27,24.16,0.1349,50.34,MEDIUM,0
S03,111,31.27,48.03,1.82,9.0,13.3,418.73,20.75,41.78,54.39,836,26.84,24.25,0.0723,49.83,MEDIUM,0
S03,112,31.2,47.31,1.86,9.0,12.78,420.24,20.83,41.94,54.83,871,25.84,24.02,0.1621,51.88,MEDIUM,0
S03,113,31.23,48.79,1.87,9.0,13.09,423.31,20.7,42.31,55.47,907,25.78,24.25,0.3679,56.74,MEDIUM,0
S03,114,30.86,47.34,1.84,9.0,14.52,419.07,20.73,42.39,55.85,944,25.42,24.09,0.0892,51.54,MEDIUM,0
S03,115,31.13,47.61,1.83,9.0,14.05,425.08,20.65,42.45,56.19,983,25.34,23.43,0.0584,51.64,MEDIUM,0
S03,116,30.93,47.44,1.74,9.0,13.75,411.92,20.79,42.96,56.97,1023,25.91,23.08,0.5053,60.2,HIGH,0
S03,117,31.19,48.09,1.77,9.0,14.71,428.19,20.73,43.14,57.45,1065,25.62,24.71,0.1857,55.07,MEDIUM,0
S03,118,30.98,48.1,1.78,9.0,17.02,423.96,20.73,43.02,57.61,1108,26.19,23.12,-0.1282,54.46,MEDIUM,0
S03,119,30.59,47.44,1.7,9.0,14.93,424.6,20.68,43.38,58.26,1154,26.23,24.4,0.361,59.49,MEDIUM,0
S03,120,30.87,47.69,1.77,9.0,15.62,433.65,20.75,43.73,58.94,1204,26.01,24.65,0.353,60.11,HIGH,0
S04,0,31.98,44.8,1.51,8.0,5.02,397.07,20.79,31.72,31.75,0,,,0.0,0.78,NORMAL,0
S04,1,31.76,44.78,1.49,8.0,5.14,407.68,20.86,31.75,31.8,0,,,0.0385,1.92,NORMAL,0
S04,2,31.79,45.1,1.53,8.0,5.58,407.11,20.76,31.76,31.8,0,,,0.0056,1.59,NORMAL,0
S04,3,31.54,45.16,1.62,8.0,7.94,408.92,20.72,31.96,32.0,0,,,0.2,6.48,NORMAL,0
S04,4,32.25,44.68,1.43,8.0,5.2,405.53,20.81,32.1,32.14,0,,,0.1443,4.52,NORMAL,0
S04,5,31.82,44.76,1.36,8.0,3.8,405.68,20.69,32.42,32.47,0,,,0.3167,8.84,NORMAL,0
S04,6,32.06,45.02,1.53,8.0,5.28,409.3,20.84,32.03,32.09,0,,,-0.3891,9.86,NORMAL,0
S04,7,32.07,45.48,1.56,8.0,6.48,403.75,20.81,32.03,32.09,0,,,0.0009,2.24,NORMAL,0
S04,8,31.63,44.93,1.38,8.0,7.01,413.42,20.94,32.26,32.32,0,,,0.2286,7.87,NORMAL,0
S04,9,32.22,45.69,1.5,8.0,5.71,404.84,20.89,31.88,31.95,0,,,-0.3805,10.01,NORMAL,0
S04,10,32.26,44.54,1.45,8.0,4.23,408.97,20.79,31.74,31.82,0,,,-0.1407,5.53,NORMAL,0
S04,11,31.93,45.19,1.58,8.0,4.68,417.17,20.84,31.88,31.98,0,,,0.1376,5.92,NORMAL,0
S04,12,32.22,45.0,1.59,8.0,6.35,402.52,20.81,32.1,32.25,0,,,0.2211,7.48,NORMAL,0
S04,13,32.36,45.05,1.44,8.0,7.73,408.16,20.77,32.09,32.27,0,,,-0.0082,3.8,NORMAL,0
S04,14,31.78,45.23,1.45,8.0,6.06,407.53,20.89,32.06,32.24,0,,,-0.0351,4.6,NORMAL,0
S04,15,31.62,44.6,1.52,8.0,4.88,408.35,20.85,32.01,32.23,0,,,-0.0429,5.09,NORMAL,0
S04,16,31.74,45.59,1.69,8.0,3.91,409.42,20.86,31.83,32.07,0,,,-0.1855,7.78,NORMAL,0
S04,17,32.07,45.33,1.52,8.0,5.55,407.55,20.82,31.63,31.93,0,,,-0.1943,8.0,NORMAL,0
S04,18,32.37,44.51,1.58,8.0,5.97,405.87,20.74,31.73,32.07,0,,,0.1001,6.42,NORMAL,0
S04,19,31.61,44.72,1.37,8.0,,408.5,20.78,31.51,31.91,0,,,-0.2184,9.52,NORMAL,0
S04,20,31.96,45.62,1.57,8.0,4.6,404.48,20.88,31.34,31.77,0,,,-0.1789,7.99,NORMAL,0
S04,21,32.23,44.42,1.49,8.0,6.24,412.5,20.9,31.48,31.94,0,,,0.1392,7.8,NORMAL,0
S04,22,31.99,45.22,1.62,8.0,5.9,410.1,20.82,31.11,31.62,0,,,-0.3637,12.53,NORMAL,0
S04,23,32.13,44.24,1.39,8.0,5.95,406.71,20.84,31.22,31.79,0,,,0.1082,7.49,NORMAL,0
S04,24,32.18,45.0,1.6,8.0,6.08,409.13,20.86,31.17,31.78,0,,,-0.053,6.67,NORMAL,0
S04,25,32.17,44.79,1.52,8.0,7.96,410.94,20.88,31.1,31.78,0,,,-0.0717,7.47,NORMAL,0
S04,26,32.37,45.24,1.37,8.0,8.57,414.77,20.8,31.27,32.04,0,,,0.1753,10.08,NORMAL,0
S04,27,32.05,45.06,1.43,8.0,6.35,410.76,20.79,31.35,32.19,0,,,0.0796,8.19,NORMAL,0
S04,28,32.1,45.93,1.56,8.0,4.82,409.22,20.8,31.83,32.72,0,,,0.4801,16.69,NORMAL,0
S04,29,31.82,45.08,1.64,8.0,6.17,407.97,20.72,32.01,32.99,0,,,0.1849,11.78,NORMAL,0
S04,30,32.41,45.21,1.53,8.0,8.33,412.43,20.75,32.11,33.17,0,,,0.0906,10.01,NORMAL,0
S04,31,32.39,44.68,1.51,8.0,7.75,413.38,20.82,31.95,33.09,0,,,-0.155,11.33,NORMAL,0
S04,32,32.11,44.67,1.48,8.0,7.61,400.44,20.93,32.11,33.34,27,23.74,24.15,0.1584,12.03,NORMAL,0
S04,33,32.25,45.31,1.34,8.0,6.62,402.99,20.85,32.22,33.58,31,24.28,24.83,0.1142,11.65,NORMAL,0
S04,34,32.29,45.14,1.4,8.0,8.27,402.2,20.82,32.51,33.98,34,24.96,24.32,0.2864,15.92,NORMAL,0
S04,35,31.96,45.01,1.6,8.0,6.78,408.99,20.82,32.45,34.01,37,25.24,24.82,-0.0564,12.03,NORMAL,0
S04,36,31.89,45.22,1.41,8.0,7.25,413.8,20.8,32.53,34.19,41,25.11,24.87,0.0781,13.31,NORMAL,0
S04,37,31.77,44.58,1.45,8.0,11.97,408.16,20.74,32.4,34.17,45,25.32,25.48,-0.1269,15.11,NORMAL,0
S04,38,31.89,44.83,1.48,8.0,9.59,407.08,20.8,32.47,34.34,49,25.17,25.46,0.0672,13.91,NORMAL,0
S04,39,32.5,45.0,1.57,8.0,9.01,413.47,20.69,32.79,34.79,53,24.74,25.23,0.3187,19.46,NORMAL,0
S04,40,32.46,45.17,1.66,8.0,8.88,417.86,20.81,32.77,34.91,58,25.83,25.08,-0.0167,13.85,NORMAL,0
S04,41,32.11,44.58,1.49,8.0,6.9,411.16,20.84,32.74,35.0,63,24.46,25.51,-0.0381,14.61,NORMAL,0
S04,42,31.91,45.58,1.53,8.0,8.17,422.85,20.81,32.75,35.14,69,24.83,25.01,0.0193,15.52,NORMAL,0
S04,43,31.7,45.29,1.64,8.0,9.71,413.39,20.89,32.64,35.16,74,24.37,25.13,-0.1157,17.76,NORMAL,0
S04,44,32.04,45.22,1.37,8.0,9.06,412.03,20.81,32.85,35.52,81,25.33,24.56,0.2099,20.09,LOW,0
S04,45,31.7,44.0,1.51,8.0,11.53,414.79,20.72,32.86,35.68,87,25.27,24.72,0.0159,17.62,NORMAL,0
S04,46,32.1,44.82,1.44,8.0,,420.28,20.78,32.91,35.9,95,24.82,24.89,0.0431,18.38,NORMAL,0
S04,47,32.01,45.48,1.46,8.0,9.69,414.32,20.83,32.72,35.88,103,24.64,26.1,-0.1886,21.42,LOW,0
S04,48,31.89,44.76,1.49,8.0,9.63,408.56,20.76,32.79,36.1,110,25.0,25.54,0.0721,19.76,NORMAL,0
S04,49,32.36,45.27,1.52,8.0,10.19,417.64,20.8,32.83,36.3,119,24.25,24.88,0.0352,19.5,NORMAL,0
S04,50,31.63,45.23,1.64,8.0,10.14,424.75,20.73,32.66,36.31,128,24.96,25.18,-0.1618,23.56,LOW,0
S04,51,32.3,44.44,1.56,8.0,10.08,417.22,20.86,32.64,36.48,138,24.59,25.57,-0.0262,20.4,LOW,0
S04,52,31.78,45.22,1.33,8.0,12.91,413.49,20.76,32.89,36.92,149,25.16,25.71,0.2486,26.64,LOW,0
S04,53,32.0,45.53,1.48,8.0,9.26,414.58,20.72,32.9,37.15,161,24.74,24.65,0.008,22.1,LOW,0
S04,54,31.8,44.73,1.44,8.0,10.97,419.5,20.77,32.92,37.36,173,24.22,25.76,0.0207,23.58,LOW,0
S04,55,31.94,44.63,1.51,8.0,10.42,419.71,20.75,32.89,37.55,186,25.56,24.79,-0.0297,24.35,LOW,0
S04,56,31.98,45.63,1.45,8.0,11.43,421.26,20.72,33.01,37.86,198,24.69,24.86,0.1194,27.19,LOW,0
S04,57,31.69,44.93,1.44,8.0,10.83,419.45,20.67,33.42,38.49,212,24.72,25.12,0.4162,34.62,LOW,0
S04,58,32.02,45.44,1.59,8.0,12.39,421.22,20.79,33.69,38.99,228,25.68,24.56,0.2704,32.53,LOW,0
S04,59,32.17,45.01,1.45,8.0,14.38,420.26,20.62,33.84,39.34,243,24.91,25.52,0.1467,31.38,LOW,0
S04,60,32.02,45.17,1.38,8.0,13.85,420.26,20.8,34.12,39.85,259,24.81,24.32,0.2779,34.96,LOW,0
S04,61,32.06,44.68,1.59,8.0,,419.3,20.81,34.31,40.25,275,24.77,24.87,0.1946,34.32,LOW,0
S04,62,32.01,46.42,1.53,8.0,13.33,427.96,20.63,34.28,40.44,294,24.12,25.54,-0.0348,32.61,LOW,0
S04,63,32.36,44.89,1.57,8.0,13.23,421.58,20.76,34.13,40.53,313,25.1,24.92,-0.1464,34.9,LOW,0
S04,64,31.92,45.16,1.6,8.0,13.18,420.97,20.63,34.3,40.93,333,24.94,23.83,0.1724,37.23,LOW,0
